title,month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Popular mechanics for kids Radical rockets and other cool cruising machines",1,19,12,28,500,11
"Popular mechanics for kids Lightning and other forces of nature",1,19,12,28,551.5632,11
"Popular mechanics for kids Gators dragons and other wild beasts",1,19,12,28,333.954,11
"Popular mechanics for kids Slither slime and other yucky things",1,19,12,28,500,11
"Schoolhouse rock Grammar",1,19,12,35,428,7
"Sportscamp Basketball",1,19,12,36,796.3232,13
"Schoolhouse rock Multiplication rock",1,19,12,40,513.213,14
"Wiggles Splish splash big red boat",1,19,12,46,782.42083,15
"Baby sign language basics",1,19,12,49,419,5
"Hola amigos Volume 1",1,19,13,4,468.3421,11
"Mighty machines Tremendous tools",1,19,13,8,621.8,11
"Paul Bunyan",1,19,13,8,398.20973,3
"Ready for phonics Level 2",1,19,13,8,372.465,3
"Alphabet phonics fun",1,19,13,12,411,15
"Visual inspirations",1,19,13,12,152.14,15
"My gym at home fun with Monique",1,19,13,12,613.7042,15
Subtraction,1,19,13,13,513.212,15
"Bugs bugs bugs",1,19,13,18,595.7,6
"Kidz bop Dance moves",1,19,13,18,793.3,6
"Zoboomafoo Pets",1,19,13,18,590,6
"Wiggles Its always Christmas with you",1,19,13,18,782.42083,6
"Sid the science kid Weather kid Sid",1,19,13,18,551.5,6
"Hot potatoes the best of the Wiggles",1,19,13,18,782.42083,6
Habitats,1,19,13,18,577,6
"Awesome animal builders",1,19,13,18,591.564,6
Monster,1,19,13,18,591.65,6
Insects,1,19,13,18,595.7,6
Seashore,1,19,13,18,578.7699,6
"animated Passion for the whole family",1,19,13,18,232.96,6
"Sid the science kid Sids sense ational adventures",1,19,13,18,500,6
"safe side Stranger safety hot tips to help keep cool kids safer with people they dont know and kinda know",1,19,13,22,613.6083,7
"Lots lots of big trains Vol 1 Giant railroad action",1,19,13,23,625.2,10
"John Deere earth mover action",1,19,13,24,629.225,10
"Be the creature The complete first season",1,19,13,26,590,15
"iKnow animals letters sounds Vol 1",1,19,13,29,372.465,10
"Im a potty pirate potty training for boys",1,19,13,29,649.62,12
"Families of United Kingdom",1,19,13,33,942.086,6
"animales Animals",1,19,13,34,468.3421,6
"Families of Guatemala",1,19,13,35,972.81,6
"Its a big big world Safe and sound",1,19,13,36,613.6,6
"ballad of Mulan",1,19,13,37,398.22095,6
"magic school bus Human body",1,19,14,3,612,13
"iKnow animals letters sounds Vol 2",1,19,14,10,372.465,0
"Kick to get fit Jr for kids",1,19,14,12,613.71,6
"Activity TV Cooking snacks",1,19,14,17,641.5123,5
"Johnny Appleseed",1,19,14,18,398.22,14
"Who lives in Puget Sound",1,19,14,25,591.7699,0
"Dino world",1,19,14,27,567.9,3
"Getting to know Thomas Jefferson third president",1,19,14,32,973.46092,6
"George Washington first President",1,19,14,32,973.41092,6
"magic school bus Holiday special",1,19,14,35,333.72,6
"John Adams second president",1,19,14,35,973.44092,6
"Wiggles Its always Christmas with you",1,19,14,47,782.42083,13
"Rock n learn Earth science",1,19,14,47,550,7
"French Disc 6 I can count",1,19,14,48,448.3421,13
"Swinging safari",1,19,14,55,591.96,14
"Fun on the farm introducing Doodle the Rooster and his animated friends",1,19,14,57,630.68,16
"Dino world",1,19,15,1,567.9,5
"Alice in Wonderland a dance fantasy",1,19,15,7,792.8,16
Volcanoes,1,19,15,10,551.21,14
"You fu ri zhi I UFO diaries",1,19,15,17,001.942,9
"Swan Lake story a dance fantasy",1,19,15,18,792.842,12
"show del Topo Gigio Vol 9",1,19,15,19,791.45097,12
"show del Topo Gigio Vol I",1,19,15,20,791.45097,12
"Amazing North America",1,19,15,31,591.97,6
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",1,19,15,34,491.78346,5
"Russian for babies toddlers and preschoolers Disc 3 Playtime",1,19,15,34,491.78346,5
"Swan lake",1,19,15,38,792.842,7
"English ESL 6 I can count",1,19,15,43,428.3461,14
"National parks for kids",1,19,15,43,917.30492,14
"Wiggles Big big show",1,19,15,44,782.42083,7
Nutcracker,1,19,15,45,792.842,7
"best of Mighty machines flying racing rolling",1,19,15,47,629.225,14
"Rocks and minerals",1,19,15,52,552,14
"Wiggles The Wiggles go bananas",1,19,15,57,782.42083,13
Germany,1,19,15,57,914.304,14
"Wiggles Lets eat",1,19,15,57,782.42083,13
"Ready for science and geography",1,19,15,58,372.8,5
"Rock n learn Life science",1,19,15,58,570,14
"All about trucks",1,19,15,59,629.224,14
"English ESL 5 Happy sad and silly",1,19,16,0,428.3461,14
"English ESL 3 Playtime",1,19,16,0,428.3461,14
"Origami fun for kids",1,19,16,0,736.982,9
"science of Disney imagineering Fluids",1,19,16,0,532,14
"English ESL 2 Wake up smiling",1,19,16,1,428.3461,14
"English ESL 4 In my home",1,19,16,1,428.3461,14
"Mighty machines Ships ahoy Super machines Ohâ du bateau",1,19,16,1,623.82,14
"John Henry steel driving man a story from the U S A",1,19,16,1,398.22,14
"Meet the numbers",1,19,16,24,372.72,14
"Between the lions Animal stories 8 stories fun activities",1,19,16,28,372.465,14
"Valentines Day",1,19,16,28,394.2618,14
"Activity TV Hanukkah Vol 2",1,19,16,30,296.435,14
"Polar prowl",1,19,16,49,591.70911,14
"Between the lions Get cooking 8 stories fun activities",1,19,16,53,372.465,7
"Mister Maker Lets make it",1,19,17,1,745.5,14
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",1,19,17,6,491.78346,14
"Lets go to school with Mei Mei",1,19,17,11,495.1824,13
"Mandarin Chinese Disc 5 Happy sad and silly",1,19,17,11,495.13421,10
"Lots lots of fire songs safety tips",1,19,17,18,363.377,4
"Gustafer Yellowgolds Have you never been yellow",1,19,17,22,782.42083,14
"Postwar contemporary United States the 33rd 44th presidents",1,19,17,22,973.099,7
Biodiversity,1,19,17,25,574.5,8
Evolution,1,19,17,25,508,8
"Big fins",1,19,17,25,591.77,8
Birds,1,19,17,25,598,8
Fish,1,19,17,25,597,8
Reptiles,1,19,17,25,597.9,8
"Arctic tale",1,20,13,11,599.786,11
"Kids Ten Commandments the complete collection",1,20,13,22,241.52,2
"Words reading",1,20,13,24,372.4,5
"Letter combinations reading",1,20,13,24,372.4,5
"Childrens tales from the land of Gullah",1,20,13,25,398.217,5
"Amazing North America",1,20,13,28,591.97,8
"Wiggles You make me feel like dancing",1,20,13,39,201,3
"Wiggles Here comes the big red car",1,20,13,39,782.42083,3
"Farmyard friends",1,20,13,39,590,3
"Free to be you and me",1,20,13,51,810.8,5
"Learn ballet step by step",1,20,13,53,792.82,14
"Martin Luther King Jr",1,20,13,53,323.092,7
"Kids can play guitar",1,20,14,0,787.87,5
"Families of China",1,20,14,7,951,5
"Families of Philippines",1,20,14,8,959.9,6
"Im a potty pirate potty training for boys",1,20,14,8,649.62,6
"Families of Vietnam",1,20,14,9,959.7,6
"Math is everywhere",1,20,14,32,511.322,15
"frog prince",1,20,14,41,398.2,12
"Rainbows in the sea",1,20,15,11,577.789,3
"Ready for beginning math",1,20,15,14,372.7049,12
"Preschool fun Planets dinosaurs",1,20,15,14,523.4,12
"Meet the phonics Blends",1,20,15,14,372.465,12
"Peep and the big wide world Peep figures it out",1,20,15,14,372.35,12
"Meet the shapes",1,20,15,14,516.15,12
"Mighty machines Ships ahoy Super machines Ohâ du bateau",1,20,15,14,623.82,12
"All about the police",1,20,15,14,363.20973,12
"Rock n learn Phonics Volumes I II",1,20,15,14,372.465,12
"Rock n learn Physical science",1,20,15,14,500.2,12
"Rock n learn Telling time",1,20,15,14,681.113,12
"Alphabet and letter sounds",1,20,15,15,372.465,12
"Wonders down under",1,20,15,15,591.994,12
"magic school bus Creepy crawly fun",1,20,15,16,534,12
"Cesar Chavez",1,20,15,16,331.8813,12
"Snowplows on patrol",1,20,15,23,625.763,11
"Metal monsters",1,20,15,23,621.86,11
"All about John Deere for kids Part 4",1,20,15,23,629.225,11
Amphibians,1,20,15,49,597.8,8
"Farmyard friends",1,20,15,49,590,8
"Baby animals",1,20,15,49,599.5,8
"Pizza party Yoga class for kids",1,20,15,59,613.7046,14
Puppytown,1,20,16,13,636.707,9
"Lets learn how to use pastels and charcoal",1,20,16,35,741.235,6
"Spanish Disc 6 I can count",1,20,16,36,468.3421,9
"Rock n learn Addition subtraction rap",1,20,16,36,513.21,14
"Peep and the big wide world Peep floats",1,20,16,41,372.35,14
Sacagawea,1,20,16,41,978.00497,9
"Spanish for kids Beginner level 1 volume 2",1,20,16,42,468.3421,9
"School house rock Election collection",1,20,16,42,320.973,9
"Rock n learn Multiplication rap",1,20,16,42,513.213,14
"Eyewitness Weather",1,20,16,42,551.55,14
"Families of Sweden",1,20,16,55,948.5,9
"Families of Russia",1,22,10,6,947.086,11
"Families of Sweden",1,22,10,6,948.5,11
"Families of Thailand",1,22,10,6,959.3,11
Claws,1,22,10,31,599.75,3
"Animal atlas Animal ABCs",1,22,10,31,421.1,3
"David Goliath",1,22,10,56,222.4092,1
"Ca nhac XuÆn Mai 5",1,22,11,20,782.42083,3
"XuÆn Mai 16",1,22,11,20,782.42083,3
"Rainbows in the sea",1,22,11,43,577.789,12
"Meet the phonics Letter sounds",1,22,12,15,372.465,17
"German for babies toddlers and preschoolers Disc 5 Happy sad and silly",1,22,12,16,438.3421,7
"Schoolhouse rock Grammar",1,22,12,16,428,16
Horse,1,22,12,25,636.1,7
"Signing time Series 2 volume 7 My favorite sport",1,22,12,26,419.7,12
"Signing time Series 2 volume 12 Box of crayons",1,22,12,26,419.7,12
Seashore,1,22,12,27,578.7699,7
"Hola amigos Volume 1",1,22,12,27,468.3421,13
"Rock n learn Letter sounds",1,22,12,27,372.465,14
"I spy A rockin bronco and other stories",1,22,12,28,793.735,19
"Sid the science kid Sids backyard campout",1,22,12,33,796.54,9
Japan,1,22,12,34,915.2,14
"More families of Mexico",1,22,12,36,972.0836,14
Claws,1,22,12,37,599.75,5
"magic school bus Human body",1,22,12,48,612,5
Life,1,22,13,14,570,10
"National park animals for kids",1,22,13,32,590.0973,15
"Fairy dancing",1,22,13,32,791.4372,6
"Activity TV Room projects",1,22,13,32,747.1,6
"Play learn Chinese with Mei Mei 3",1,22,13,32,495.1824,14
"magic school bus Space adventures",1,22,13,34,523,4
"Radio Disney party jams the concert",1,22,13,35,781.66078,4
"Play learn Chinese with Mei Mei 7 Lets visit Dawei Village",1,22,13,36,495.1824,9
"Sid the science kid Gizmos and gadgets",1,22,13,36,621.8,9
"Learn Chinese lets go to market in China",1,22,13,36,495.18342,14
"Learn Chinese lets visit Chinese kindergarten",1,22,13,36,495.18342,9
"Sid the science kid Sids sense ational adventures",1,22,13,36,500,9
"Swingset mamas swing dance and sing",1,22,13,44,782.42083,6
"Storytellers favorite fables",1,22,13,58,398.24,7
"Spanish 1 Eating and drinking",1,22,13,59,468.3421,6
"Mister Rogers neighborhood What do you do with the mad that you feel",1,22,14,1,152.47,5
"Digging up dinosaurs",1,22,14,10,567.9,12
"science of Disney imagineering Trajectory",1,22,14,10,531.55,1
"Drawing power Vol 5 My ultimate room",1,22,14,15,747.77083,7
"Free to be you and me",1,22,14,15,810.8,7
"Jesus movie",1,22,14,17,232.901,8
"Meet the phonics Blends",1,22,14,24,372.465,14
"British Isles",1,22,14,32,914.1,5
"little travelers Episode 4 Iran",1,22,14,32,915.5,5
Japan,1,22,14,33,915.2,5
"Families of China",1,22,14,36,951,7
"Garbage monsters",1,22,14,47,628.445,15
"magic school bus catches a wave",1,22,15,12,553.7,13
"Jim Hensons the storyteller Greek myths",1,22,15,14,398.2,6
"Rock n learn Earth science",1,22,15,35,550,7
"magic school bus Space adventures",1,22,15,38,523,7
"Sid the science kid Going going green",1,22,15,39,791.4575,11
"Mighty machines Machines on the job",1,22,15,46,621.8,7
"Im a potty princess potty training for girls",1,22,15,48,649.62,7
"Mighty machines Roadways to runways",1,22,15,52,629.133,7
"Activity TV Puppets",1,22,16,4,745.59224,19
"Mighty machines Lights ladders",1,22,16,7,629.224,7
"All about cells body systems",1,22,16,9,571.6,16
"Animal atlas Family time",1,22,16,9,590,16
"Sportscamp Baseball",1,22,16,9,796.3572,5
"Rock n learn Earth science",1,22,16,9,550,16
"Wiggles Its always Christmas with you",1,22,16,10,782.42083,8
"Totally tropical rain forest",1,22,16,14,591.96,16
"I love toy trains Parts 4 5 6",1,22,16,16,625.19,7
Bird,1,22,16,20,598,10
"I love toy trains Parts 1 2 3",1,22,16,21,625.19,7
"Spanish 2 Wake up smiling",1,22,16,23,468.3421,14
"My baby can talk Sharing signs",1,22,16,24,419,12
Reptiles,1,22,16,32,597.9,18
"Kids who rip com Vol 1",1,22,16,33,796.046,14
"Space earth atmosphere",1,22,16,34,523,10
"Kids who rip com Vol 4",1,22,16,35,796.046,14
"Kids who rip com Vol 3",1,22,16,35,796.046,14
"Kids who rip com Vol 2",1,22,16,37,796.046,14
"Lets talk geography maps and globes",1,22,16,38,912,10
"city of bees",1,22,16,39,638.1,6
"Fizzys lunch lab Fresh foods 101",1,22,16,39,613.2,18
"March on the day my brother Martin changed the world and more stories about African American history",1,22,16,44,973.0496,14
"magic school bus Human body",1,22,16,47,612,17
"Dr Spoons baby talk DVD Volume 1 English French",1,22,16,49,448.3421,4
"Italian Disc 2 Wake up smiling",1,22,16,49,458.3421,4
"Kids love Spanish Volume 5 Colors shapes",1,22,17,0,468.3421,13
"Buster loves music",1,22,17,1,780,13
"YogaKids 3 Silly to calm",1,22,17,9,613.7046,17
"Preschool fun Planets dinosaurs",1,22,17,10,523.4,11
"potty movie for boys starring Henry",1,22,17,11,649.62,17
"Meet the letters",1,22,17,14,428.13,11
"Activity TV Cooking snacks",1,22,17,18,641.5123,2
"Sid the science kid Going going green",1,22,17,22,791.4575,2
"German for babies toddlers and preschoolers Disc 4 In my home",1,22,17,24,438.3421,11
"Jesus movie",1,22,17,34,232.901,6
"Meet the phonics Letter sounds",1,22,17,37,372.465,12
"Meet the sight words 2",1,22,17,37,372.462,12
"Mandarin Chinese 1 Eating and drinking",1,22,17,46,495.13421,8
"Mandarin Chinese 2 Wake up smiling",1,22,17,46,495.13421,8
"Mandarin Chinese 3 Playtime",1,22,17,46,495.13421,8
Vietnam,1,22,17,46,959.7,8
"Between the lions More animal stories 8 stories fun activities",1,22,17,57,372.465,18
"Time for manners Vol 2 Table time",1,22,17,58,395.54,5
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",1,22,17,59,221.9505,5
"Kids love Spanish Volume 6 Animals",1,22,17,59,468.3421,5
"Brainy baby Spanish simple words phrases",1,22,17,59,468.2421,5
Fractions,1,22,17,59,513.26,7
"Ca nhac thieu nhi",1,22,18,0,782.42083,13
"Animal atlas Creepy creatures",1,22,18,9,590,16
"John Deere earth mover action",1,22,18,9,629.225,16
Amphibian,1,22,18,9,597.8,16
"Eyewitness Ocean",1,22,18,9,551.461,16
"Letters and words",1,22,18,26,372.465,14
"Fire engines trucks airplanes fast trains",1,22,18,44,628.9259,13
"Baby boost Nursery rhymes",1,22,18,48,782.42083,15
"Budding ballerinas pre ballet with Mary Carpenter",1,22,18,49,792.8,4
"Wiggles Sing a song of Wiggles",1,22,19,17,782.42083,18
"Wiggles Its always Christmas with you",1,22,19,19,782.42083,18
"Lots lots of trucks Vol 1 Hard workin trucks",1,22,19,23,629.224,6
Gravity,1,22,19,32,531.14,7
"Schoolhouse rock Multiplication rock",1,23,10,32,513.213,2
"Wiggles Its always Christmas with you",1,23,10,32,782.42083,2
"Tae bo kick",1,23,10,44,613.71,15
"Baby signing time Volume 3 A new day",1,23,11,32,419,9
"Learning chess the easy way chess for absolute beginners",1,23,12,1,794.1,19
"Giving thanks and more stories to celebrate American heritage",1,23,12,1,973,19
"tree with the golden apples",1,23,12,1,398.20949,19
"Hip hop for kids School house hop",1,23,12,8,793.3,13
"Martins big words the life of Dr Martin Luther King Jr and more stories from the African American tradition",1,23,12,33,323.092,6
"Families of Russia",1,23,12,49,947.086,13
"Families of Sweden",1,23,12,49,948.5,11
"Families of Israel",1,23,12,54,956.54,11
"Shalom sesame Volume 8 Grover learns Hebrew",1,23,12,54,492.48342,20
"Vincent Van Gogh",1,23,13,3,759.9492,1
"Magical music express",1,23,13,4,780,13
"All about big machines",1,23,13,5,629,16
"Sid the science kid Sids sing along",1,23,13,25,782.42083,19
"Miss Christys Dance adventure",1,23,13,25,793.3083,20
"Sesame Street Big Bird in China",1,23,13,56,915.104,14
"Storyland yoga",1,23,13,57,613.7046,16
"Farm life",1,23,13,58,630,12
"Yay Planes",1,23,13,58,629.1333,12
"Yoga by the dozen",1,23,13,58,613.7046,16
"Families of China",1,23,14,0,951,9
Moses,1,23,14,11,222.1092,1
"Lets frame our pictures",1,23,14,57,749.7,0
"Crossing the snow a tale from Japan",1,23,14,59,398.20952,4
"Wiggles You make me feel like dancing",1,23,15,19,201,13
"Preschool fun Letters numbers",1,23,15,19,201,13
Bird,1,23,15,22,598,14
"Families of Thailand",1,23,15,32,959.3,6
"How things work",1,23,15,33,621.8,12
"Arctic tale",1,23,15,34,599.786,12
Reptiles,1,23,15,43,597.9,18
"Bugz from a bugs eye view",1,23,15,54,595.7,14
"Signing time Series 2 volume 11 Once upon a time",1,23,15,54,419.7,14
"Signing time Volume 3 Everyday signs",1,23,15,57,419.7,14
Flight,1,23,16,10,629.1301,5
"No more diapers",1,23,16,12,649.62,10
"Once upon a potty for him",1,23,16,12,649.62,5
"Mister Rogers neighborhood What do you do with the mad that you feel",1,23,16,15,152.47,15
Bali,1,23,16,19,915.986,10
"Predator and prey",1,23,16,22,591.53,6
"Fun with counting",1,23,16,23,513.21,5
"Signing time Volume 3 Everyday signs",1,23,16,27,419.7,12
"Cantos y rimas Nursery songs rhymes",1,23,16,29,782.42083,21
"elephant DVD with Eric Herman",1,23,16,33,782.42083,14
"Fairy dancing",1,23,16,33,791.4372,14
"Young minds numbers and counting",1,23,16,35,513.211,14
"Alphabet phonics fun",1,23,16,35,411,14
"Popular mechanics for kids Lightning and other forces of nature",1,23,17,10,551.5632,15
"I spy A mumble monster mystery other stories",1,23,17,16,793.735,6
"science of Disney imagineering Friction",1,23,17,16,531.1134,6
"Danger Rangers Mission 547 safety rules",1,23,17,19,613.6,21
"Families of Sweden",1,23,17,21,948.5,12
"Zoboomafoo Wild creatures furry fashion",1,23,17,22,590,10
"Mandarin Chinese 3 Playtime",1,23,17,24,495.13421,18
"Drawing power Vol 4 Safari animal drawing",1,23,17,29,743.6,6
Caves,1,23,17,31,551.447,6
Bird,1,23,17,38,598,19
Atoms,1,23,18,2,539.6,13
Artseesmartsee,1,23,19,22,152.1423,5
Reptiles,1,23,19,24,597.9,9
"Lots lots of fire songs safety tips",1,23,19,26,363.377,13
"Arctic tale",1,23,19,27,599.786,7
"Mandarin Chinese 2 Wake up smiling",1,23,19,32,495.13421,13
Forests,1,23,19,44,577.3,14
"Shanti Generation yoga skills for youth peacemakers",1,24,9,43,613.7046,14
"magic school bus Bugs bugs bugs",1,24,9,46,595.7,14
Claws,1,24,9,46,599.75,14
"Rock n learn Human body",1,24,9,49,612,14
"Skill building buddies Handling transitions and change",1,24,9,58,618.92858,14
"Kids who rip com Vol 4",1,24,9,59,796.046,11
"Wiggles The Wiggles go bananas",1,24,10,56,782.42083,3
"German for babies toddlers and preschoolers Disc 5 Happy sad and silly",1,24,11,29,438.3421,8
"Early start Mandarin Chinese Volume 5 Sports and games",1,24,11,29,495.18342,3
"French 3 Playtime",1,24,11,29,448.3421,3
"Early start Mandarin Chinese Volume 6 Happy birthday",1,24,11,30,495.18342,3
"Dong wu qi guan 7 Wildlife tales",1,24,11,30,591,3
"way things work Floating",1,24,11,46,532.25,11
"way things work Cooling",1,24,11,46,621.57,11
"way things work Heat",1,24,11,46,523.013,11
Sacagawea,1,24,11,50,978.00497,16
"Girls gotta dance with Ballerina Jen",1,24,13,10,792.8,19
"Once upon a potty for her",1,24,13,44,649.62,16
Bali,1,24,13,45,915.986,6
Bali,1,24,13,46,915.986,12
Japan,1,24,13,46,915.2,12
