title,month(cout),day(cout),hour(cout),minute(cout),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"National park animals for kids",11,27,17,36,590.0973,20
"Signs at the zoo",11,5,14,29,419,42
"Meet the sight words 1",11,6,13,27,372.462,42
"Arabic for babies toddlers and preschoolers Disc 3 Playtime",11,20,17,21,492.7071,27
"Lots lots of trucks Vol 1 Hard workin trucks",11,27,16,8,629.224,21
"Splish splash over the ocean",11,23,11,47,784.42083,25
"Sid the science kid Feeling good inside and out",11,14,11,55,613.0432,34
"magic school bus Human body",11,14,11,55,612,34
"Ready for beginning math",11,26,16,19,372.7049,22
"Ready for phonics Level 1",11,26,16,19,372.465,22
"Lots lots of jets and planes Vol 1 Thunder in the skies",11,20,12,39,629.13334,29
"Lets explore watercolors",11,5,15,52,751.422,43
"magic school bus Human body",11,5,15,54,612,43
"Human machine",11,5,15,53,612,43
"Raven steals the daylight a story from Alaska",11,27,12,4,398.20979,22
"Adventures with trains",11,18,14,36,625.1,31
"Lots lots of trucks Vol 1 Hard workin trucks",11,21,11,28,629.224,28
"Baby boost Nursery rhymes",11,30,12,54,782.42083,19
"Baby gourmet The first course",11,30,12,53,613.20832,19
"Wiggles Its always Christmas with you",11,30,12,53,782.42083,19
"All your childs favorites",11,30,12,53,649.68,19
"John Henry",11,12,15,33,398.20973,37
"Mighty machines Lights ladders",11,30,15,33,629.224,19
"Polar prowl",11,30,15,33,591.70911,19
"Schoolhouse rock Science",11,22,10,23,500,28
"Predator and prey",11,27,10,43,591.53,23
Insects,11,27,10,43,595.7,23
"Polar prowl",11,27,10,43,591.70911,23
"Sid the science kid Sids sing along",11,25,12,46,782.42083,25
"Sid the science kid Feeling good inside and out",11,25,12,47,613.0432,25
"Sid the science kid Going going green",11,25,12,47,791.4575,25
"Animal atlas Family time",11,23,10,31,590,27
"magic school bus Sea and stars",11,9,12,32,500,41
Michelangelo,11,12,15,18,759.5,38
"Grand Canyon for kids",11,27,19,38,917.9132,22
"Sid the science kid Rock and roll Easter",11,27,15,30,552,23
"Washington DC for kids",11,19,13,19,917.53,31
"Wiggles Its always Christmas with you",11,24,16,22,782.42083,26
"1st 7th grade math tutor 7 hour video course",11,22,15,36,513.2,28
"science of Disney imagineering Friction",11,22,15,36,531.1134,28
"Problem solving strategies",11,2,12,18,510,48
"YogaFit kids a YogaFit workout",11,26,16,48,613.7046,24
"Meet the sight words 3",11,19,17,19,372.462,31
"Signing time Series 2 volume 11 Once upon a time",11,24,16,52,419.7,26
"Signing time Series 2 volume 6 Days of the week",11,15,15,51,419.7,35
"Signing time Volume 5 ABC signs",11,15,15,51,419.7,35
"1st 7th grade math tutor 7 hour video course",11,5,18,48,513.2,45
"basic math word problem tutor 8 hour video course",11,5,18,48,519.076,45
"Eleanor Roosevelt",11,24,15,18,973.91709,26
"Teaching kids how to play tennis",11,24,15,18,796.342,26
"magic school bus Sea and stars",11,23,13,53,500,28
"magic school bus takes flight",11,9,16,15,500,41
"Advent calendar on DVD",11,22,10,18,242.33,29
"Activity TV Cartooning beginners",11,23,12,6,741.5,28
"German for babies toddlers and preschoolers Disc 6 I can count",11,25,11,59,438.3421,26
Evolution,11,23,13,52,508,28
"Eyewitness Planets",11,23,13,52,523.4,28
Life,11,23,13,51,570,28
Amphibian,11,13,16,2,597.8,38
"magic school bus takes flight",11,13,16,2,500,38
"magic school bus catches a wave",11,13,16,2,553.7,38
"Polar prowl",11,13,16,2,591.70911,38
"Arctic tale",11,27,15,30,599.786,24
"Amelia Earhart",11,26,15,39,629.13092,25
Insect,11,25,11,16,595.7,26
"magic school bus Creepy crawly fun",11,22,17,17,534,29
"Signing time Volume 1 My first signs",11,4,13,34,419.7,47
"How things work",11,19,17,23,621.8,32
"All about the water cycle",11,19,17,22,551.48,32
Energy,11,27,18,42,531.6,24
"All about land formations",11,19,17,23,551.4,32
"way things work Engines",11,19,17,23,621.43,32
"All about earthquakes",11,19,17,23,551.22,32
"way things work Electricity",11,19,17,23,537,32
"way things work Heat",11,13,14,45,523.013,38
"way things work Light",11,19,17,23,535,32
Life,11,20,14,7,570,31
Seashore,11,20,14,7,578.7699,31
Flight,11,13,16,1,629.13,38
Nutcracker,11,7,13,39,792.842,45
"city of bees",11,23,12,41,638.1,29
"All about rocks minerals",11,27,18,42,552,24
"I spy A mumble monster mystery other stories",11,26,16,16,793.735,26
"city of bees",11,24,16,27,638.1,28
"Be the creature The complete first season",11,24,16,25,590,28
"Loose at the zoo",11,24,16,25,590.73,28
"Families of Canada",11,17,15,27,971.07,35
"Families of Mexico",11,17,15,27,972.0836,35
"Families of Russia",11,17,15,27,947.086,35
"Families of Egypt",11,17,15,28,962.055,35
"Families of Australia",11,17,15,27,994,35
"Activity TV Cartooning beginners",11,18,14,24,741.5,34
"Meet the sight words 3",11,8,17,38,372.462,44
"Mandarin Chinese 1 Eating and drinking",11,25,15,19,495.13421,28
"Signing time Volume 10 My day",11,25,15,19,419.7,28
"Algebraic thinking",11,23,15,26,512.9,30
"1st 7th grade math tutor 7 hour video course",11,10,16,11,513.2,43
"Sid the science kid Sids backyard campout",11,9,12,25,796.54,44
"Signing time Series 2 volume 3 Move and groove",11,13,10,56,419.7,40
"Read along stories on DVD",11,2,13,21,372.4,1
"Hot potatoes the best of the Wiggles",11,2,14,28,782.42083,1
"Wiggles Celebration",11,1,17,15,782.42083,1
"Activity TV Cooking snacks",11,1,16,51,641.5123,1
"I spy A runaway robot and other stories",11,1,16,34,793.735,2
Nutcracker,11,2,15,28,792.842,1
"magic school bus Creepy crawly fun",11,2,11,41,534,2
"All about cars All about motorcycles",11,2,12,33,629.222,2
"Hot potatoes the best of the Wiggles",11,3,16,33,782.42083,1
"Activity TV Cooking snacks",11,3,16,42,641.5123,1
"Activity TV Cooking lunches desserts",11,3,16,33,641.5123,1
"magic school bus Creepy crawly fun",11,2,13,15,534,2
"Learn hip hop step by step",11,1,17,40,782.42164,3
"Free to be you and me",11,4,16,14,810.8,0
"Activity TV Cooking snacks",11,4,18,42,641.5123,0
"Activity TV Cooking lunches desserts",11,4,18,42,641.5123,0
"Rock n learn Alphabet",11,4,18,47,372.41,0
"Dive into diversity",11,4,11,47,591.77,1
"Shalom sesame Volume 1 Welcome to Israel",11,5,14,39,956.94,0
Dog,11,2,11,53,599.77,4
"Shalom Sesame Disc 2 Rehov Sumsum Disc 2",11,3,16,42,956.94,2
"Shalom sesame Volume 12 Adventures in Israel",11,5,14,38,956.94,1
"National parks for kids",11,3,15,50,917.30492,3
"National park animals for kids",11,4,14,49,590.0973,2
"Activity TV Cooking snacks",11,5,18,11,641.5123,0
"Hot potatoes the best of the Wiggles",11,5,18,11,782.42083,0
"Activity TV Cooking lunches desserts",11,5,18,11,641.5123,0
"Wiggles Celebration",11,5,18,55,782.42083,0
"Wiggles You make me feel like dancing",11,3,13,19,201,3
"Hot potatoes the best of the Wiggles",11,3,13,19,782.42083,3
"Animal atlas Animal passport",11,3,16,42,590.96,3
"Shalom sesame Volume 8 Grover learns Hebrew",11,1,13,24,492.48342,6
"safe side Stranger safety hot tips to help keep cool kids safer with people they dont know and kinda know",11,1,12,53,613.6083,6
"world of learning Volume 2",11,4,16,36,629.13334,2
"All your childs favorites",11,4,16,35,649.68,2
"iKnow animals letters sounds Vol 2",11,4,17,30,372.465,2
"iKnow animals letters sounds Vol 1",11,3,15,12,372.465,3
"Baby signing time Volume 4 Lets be friends",11,4,15,14,419,2
"ultimate collection",11,4,15,14,629.04,2
"Alphabet phonics fun",11,4,15,13,411,2
"Hola amigos Volume 1",11,6,14,49,468.3421,1
"Shalom sesame Volume 11 Monsters in the sukkah",11,1,13,24,394.267,6
"Rock n learn Alphabet",11,6,18,54,372.41,0
"Wiggles Celebration",11,6,18,54,782.42083,0
"Popular mechanics for kids Gators dragons and other wild beasts",11,1,16,17,333.954,6
Climates,11,1,17,25,551.6,6
Weather,11,6,17,12,551.5,1
"magic school bus Human body",11,1,11,9,612,6
"Perros gatos y ratones",11,1,11,31,782.42083,6
"fiesta de Fritzi Fritzis party",11,1,11,31,468.3421,6
"Its potty time",11,4,16,42,649.62,3
"Signing time Volume 5 ABC signs",11,1,13,9,419.7,6
"Signing time Volume 6 My favorite things",11,1,13,9,419.7,6
"Noahs ark",11,2,16,11,222.11095,5
"Meet the phonics Letter sounds",11,2,16,11,372.465,5
"Rock n learn Alphabet",11,7,18,2,372.41,0
"Mandarin Chinese Disc 4 In my home",11,8,13,9,495.13421,0
"magic school bus Human body",11,2,17,44,612,6
"Wild about safety Safety smart about fire",11,6,16,42,363.377,2
"Critter quest bug out on a backyard safari",11,3,14,54,595.7,5
"magic school bus Bugs bugs bugs",11,6,13,42,595.7,2
Horse,11,6,13,42,636.1,2
"Renewable energy",11,2,12,48,621.042,6
"Families of France",11,5,18,6,944.084,3
Electricity,11,2,12,49,537,6
Fish,11,4,12,57,597,5
"magic school bus Human body",11,2,12,34,612,7
"Families of Egypt",11,6,15,55,962.055,2
"Families of China",11,6,15,55,951,2
"Prehistoric park",11,5,17,40,567.9,3
"Yellowstone for kids",11,2,12,46,917.8752,7
Flight,11,2,12,46,629.1301,7
"Lots lots of trucks Vol 1 Hard workin trucks",11,8,10,37,629.224,1
"Activity TV Christmas Vol 1",11,2,16,24,745.59412,6
"Arabic for babies toddlers and preschoolers Disc 2 Wake up smiling",11,7,12,32,492.7071,2
"way things work Electricity",11,6,12,27,537,3
"Arabic for babies toddlers and preschoolers Disc 3 Playtime",11,7,12,32,492.7071,2
"Dr Spoons baby talk DVD Volume 1 English French",11,1,11,9,448.3421,8
"Barack Obama the story of our 44th president",11,6,15,55,973.93209,3
"Who lives in Puget Sound",11,2,17,42,591.7699,6
"Co tÂ¡ch Vietnam 3",11,5,15,29,398.20959,4
"Families of Mexico",11,2,17,8,972.0836,6
"Families of Israel",11,2,16,22,956.54,7
"Farmyard friends",11,5,11,48,590,4
"Between the lions More animal stories 8 stories fun activities",11,2,12,49,372.465,7
"Teaching signs for baby minds 1 Everyday signs",11,5,15,45,419.7,4
Migration,11,2,16,22,591.568,7
"National park animals for kids",11,2,16,22,590.0973,7
"Alphabet and letter sounds",11,5,15,53,372.465,4
"Animal atlas Animal passport",11,1,12,52,590.96,9
"best of Mighty machines flying racing rolling",11,3,15,21,629.225,6
"Signing time Series 2 volume 5 Going outside",11,1,16,35,419.7,8
"Kids who rip com Vol 2",11,4,10,15,796.046,6
"Rock n learn Alphabet",11,9,17,41,372.41,0
"Wiggles Celebration",11,9,17,18,782.42083,0
"Wiggles Here comes the big red car",11,1,17,14,782.42083,8
"Teletubbies Go exercise with the Teletubbies",11,3,15,17,613.7042,6
"world of learning Volume 1",11,3,15,17,629.2222,6
"Meet the letters",11,2,16,23,428.13,7
"science of Disney imagineering Animal adaptations communication",11,2,16,23,591.59,7
"multi coloured jackal a tale from India",11,3,14,28,398.20954,7
"Sid the science kid Weather kid Sid",11,4,14,36,551.5,6
"Noahs ark",11,5,14,17,222.11095,5
"Between the lions Get cooking 8 stories fun activities",11,3,14,24,372.465,7
"Meet the phonics Letter sounds",11,3,16,46,372.465,6
"Mandarin Chinese 1 Eating and drinking",11,3,13,11,495.13421,7
"Activity TV Thanksgiving",11,4,15,22,745.59416,6
"Funtastic animals dance laugh learn about farm animals wild animals and pets",11,7,10,49,590,4
"Spanish Disc 4 In my home",11,1,12,13,468.3421,10
"estaciones The seasons",11,1,12,13,468.3421,10
"Spanish 1 Eating and drinking",11,1,12,13,468.3421,10
"French Disc 4 In my home",11,1,13,22,448.3421,10
"French Disc 5 Happy sad and silly",11,1,13,22,448.3421,10
"French Disc 6 I can count",11,1,13,22,448.3421,10
"Dr Spoons baby talk DVD Volume 1 English French",11,1,13,22,448.3421,10
"Muzzy level II French",11,7,16,27,448.3421,4
"Spanish 3 Playtime",11,5,11,55,468.3421,7
"Kids love Spanish Volume 3 Family",11,5,11,55,468.3421,7
"Kids love Spanish Volume 4 Food",11,5,11,55,468.3421,7
"Kids love Spanish Volume 7 Basic phrases",11,5,11,55,468.3421,7
"Arctic Antarctic",11,5,14,44,508.98,6
"Activity TV Origami",11,4,13,17,736.982,8
"Wiggles Lets eat",11,4,13,17,782.42083,8
"Train crazy kids",11,8,16,26,625.2,3
"magic school bus Creepy crawly fun",11,8,17,1,534,3
"Wild about safety Timon and Pumbaa Safety smart online",11,1,15,55,004.67808,10
"Meet the letters",11,1,15,55,428.13,10
"Meet the phonics Letter sounds",11,1,15,55,372.465,10
"Lots lots of playful penguins and their toe tappin feet",11,9,17,33,598.47,2
Life,11,9,12,1,570,3
Horse,11,9,12,1,636.1,3
"My gym at home fun with Monique",11,4,11,25,613.7042,8
"Baby sign language basics",11,4,15,46,419,8
"Jazz class for kids",11,5,17,30,793.3,6
Sacagawea,11,9,15,24,978.00497,3
"Wild about safety Safety smart about fire",11,2,17,0,363.377,9
"Japanese Disc 2 Wake up smiling",11,2,16,13,495.68342,10
"Mandarin Chinese Disc 6 I can count",11,2,16,13,495.13421,10
"Spanish Disc 5 Happy sad and silly",11,2,16,13,468.3421,10
"French Disc 6 I can count",11,2,16,13,448.3421,10
"Spanish Disc 6 I can count",11,2,16,13,468.3421,10
"way things work Heat",11,4,17,47,523.013,8
"Signing time Series 2 volume 11 Once upon a time",11,4,15,13,419.7,8
"Mister Maker Lets make it",11,7,14,19,745.5,5
"Sid the science kid Sids sense ational adventures",11,4,15,13,500,8
"Sid the science kid Feeling good inside and out",11,8,15,46,613.0432,4
"Decimals percents",11,5,19,51,513.265,6
"Young minds numbers and counting",11,5,19,51,513.211,6
"1st 7th grade math tutor 7 hour video course",11,5,19,51,513.2,6
Migration,11,7,17,32,591.568,5
"Rock n learn Multiplication rap",11,5,19,51,513.213,6
"Potty power",11,1,14,46,649.62,11
"Signing time Volume 4 Family feelings and fun",11,6,10,43,419.7,6
"Signing time Volume 6 My favorite things",11,6,10,43,419.7,6
"Sid the science kid Rock and roll Easter",11,3,16,31,552,9
"Penelopes Halloween handbook",11,5,12,54,745.59416,7
"Real wheels Rockin real wheels",11,4,12,53,629,8
Thanksgiving,11,8,10,30,394.2649,5
"best of Mighty machines flying racing rolling",11,2,13,43,629.225,10
India,11,6,11,49,305.8914,7
"Baby boost Sing a long",11,12,11,38,782.42083,1
"Signing time Series 2 volume 13 Who has the frog",11,6,11,49,419.7,7
"Sing n sign holiday time Christmas Kwanzaa Hanukkah",11,9,10,40,419,4
"French Disc 6 I can count",11,5,17,23,448.3421,7
"French Disc 5 Happy sad and silly",11,5,17,23,448.3421,7
"magic school bus Creepy crawly fun",11,2,10,56,534,11
"Shalom Sesame Volume 4 Grover plants a tree",11,7,10,34,296.43,6
"Shalom sesame Volume 7 Its Passover Grover",11,7,10,34,296.437,6
"Shalom Sesame Volume 6 Be happy its Purim",11,7,10,34,296.436,6
"magic school bus Sea and stars",11,2,11,16,500,11
"Yoga for kids mind body fun poses and yoga basics",11,3,16,32,613.7042,9
"Mandarin Chinese Disc 5 Happy sad and silly",11,2,11,19,495.13421,11
"Mandarin Chinese Disc 6 I can count",11,2,11,19,495.13421,11
"Mandarin Chinese 1 Eating and drinking",11,2,11,19,495.13421,11
"Mandarin Chinese Disc 4 In my home",11,2,11,19,495.13421,11
"Mandarin Chinese 2 Wake up smiling",11,2,11,19,495.13421,11
"Mandarin Chinese 3 Playtime",11,2,11,19,495.13421,11
"Paul Bunyan",11,6,10,34,398.20973,7
"Dancing for kids",11,4,11,47,792.80833,9
"John Deere earth mover action",11,8,15,50,629.225,5
"Lots lots of big trains Vol 1 Giant railroad action",11,8,15,50,625.2,5
"Going to Grandmas around the world",11,6,16,41,782.42083,7
"Wiggles Celebration",11,12,19,22,782.42083,0
"Rock n learn Alphabet",11,12,19,35,372.41,0
Nutcracker,11,9,15,47,792.842,4
"Wiggles Ukulele baby",11,9,16,4,791.42083,4
"Spend a day with police officers",11,2,15,6,363.2,11
"French Disc 4 In my home",11,4,13,54,448.3421,9
"Spanish 2 Wake up smiling",11,4,13,54,468.3421,9
"Mandarin Chinese 2 Wake up smiling",11,4,13,54,495.13421,9
"Mandarin Chinese Disc 5 Happy sad and silly",11,4,13,54,495.13421,9
"Spanish Disc 5 Happy sad and silly",11,4,13,54,468.3421,9
"Teaching signs for baby minds 2 Concepts combinations",11,4,19,35,419.7,9
"Signing time Volume 7 Leahs farm",11,4,19,35,419.7,9
"Sid the science kid Sids backyard campout",11,2,12,23,796.54,11
"Signing time Volume 6 My favorite things",11,10,14,13,419.7,3
"Families of Panama",11,1,10,45,972.87,13
China,11,1,10,45,951,13
"John Deere action Part one",11,8,12,39,629.2252,6
"Kids love Spanish Volume 3 Family",11,12,15,10,468.3421,1
"Mighty machines Lights ladders",11,4,16,36,629.224,9
"Mighty machines Roadways to runways",11,5,14,31,629.133,8
"Rock n learn Alphabet",11,12,15,10,372.41,1
"Kids love Spanish Volume 6 Animals",11,12,15,10,468.3421,1
"Hula for children learn basic hula steps 3 hula songs",11,12,15,10,793.31996,1
"Mighty machines Machines on the job",11,4,16,36,621.8,9
"Rock n learn Getting ready for kindergarten",11,12,15,10,372.218,1
"All your childs favorites",11,9,12,4,649.68,5
"Mighty machines Mega pack",11,8,16,26,629.225,5
"magic school bus takes flight",11,12,15,10,500,1
"Civil War and Reconstruction development of the industrial U S the 12th 25th presidents",11,12,16,16,973.099,1
"Eyewitness Weather",11,7,14,52,551.55,7
"magic school bus Holiday special",11,1,16,49,333.72,12
Nutcracker,11,2,15,16,792.842,12
"British Isles",11,2,14,29,914.1,12
Germany,11,2,14,29,914.304,12
"Colonial America",11,13,12,5,973.2,1
"Ellington was not a street",11,3,15,25,811.54,11
Habitats,11,13,12,3,577,1
"Rock n learn Alphabet",11,13,18,30,372.41,0
"Wiggles Celebration",11,13,18,57,782.42083,0
"man who walked between the towers",11,3,15,25,791.34092,11
Shark,11,8,12,32,597.34,6
"Kideosyncrasy getting the world in shape one kid at a time Volume 2",11,9,14,8,613.7042,5
"Preschool fun Letters numbers",11,8,15,46,201,6
"Mighty machines Mega machines",11,3,13,54,629.225,11
"Families of France",11,12,15,52,944.084,2
"George Washington first President",11,12,15,52,973.41092,2
"magic school bus Holiday special",11,8,10,34,333.72,6
"Polar prowl",11,2,11,49,591.70911,12
"Shakespeare the animated tales Volume 2",11,10,14,5,822.33,4
Life,11,5,12,25,570,10
"Meet the phonics Blends",11,8,10,42,372.465,7
"Meet the numbers",11,2,13,47,372.72,12
